,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Type_Combined,Outlet_Years,Outlet
284,0,FDJ08,190.3846,573.2538,0.193772568,12.792854228644991,OUT019,0,0,0,1,28,4
285,2,FDT39,151.1366,2267.049,0.009866049,6.26,OUT035,1,0,1,1,9,6
286,0,FDE08,147.3734,296.9468,0.082551042,18.2,OUT010,2,0,0,1,15,0
287,1,NCD06,46.306000000000004,559.2719999999999,0.099729888,13.0,OUT018,2,1,2,2,4,3
288,2,FDB57,222.1772,5559.43,0.018801549,20.25,OUT035,1,0,1,1,9,6
289,1,NCT54,95.5094,1237.7222,0.11972145099999999,8.695,OUT049,0,1,1,2,14,9
290,0,DRF49,113.5518,569.259,0.071222087,7.27,OUT045,1,0,1,0,11,7
291,2,FDM25,174.0712,3866.9664,0.060371962,12.792854228644991,OUT027,2,1,3,1,28,5
292,0,FDF20,198.4768,1379.5376,0.033287541000000004,12.85,OUT045,1,0,1,1,11,7
293,0,FDH27,142.7128,1869.5664,0.05858462,7.075,OUT018,2,1,2,1,4,3
294,2,FDV60,196.21099999999998,5499.508000000001,0.11679292,12.792854228644991,OUT027,2,1,3,1,28,5
295,0,FDY59,94.3462,925.462,0.031452265,8.195,OUT049,0,1,1,1,14,9
296,0,FDK36,47.9034,583.2408,0.00721395,7.09,OUT035,1,0,1,1,9,6
297,1,NCM31,141.4154,1418.154,0.081196619,6.095,OUT046,0,0,1,2,16,8
298,2,FDE33,80.2644,942.7728,0.049916364000000005,19.35,OUT017,1,0,1,1,6,2
299,0,FDU36,99.3384,2364.9216,0.04627095,6.15,OUT046,0,0,1,1,16,8
300,2,FDV13,87.9856,3251.7672,0.02747716,12.792854228644991,OUT027,2,1,3,1,28,5
301,2,FDV20,125.2678,254.3356,0.10470453699999999,12.792854228644991,OUT019,0,0,0,1,28,4
302,1,NCQ54,167.0474,5895.659000000001,0.012540003000000001,17.7,OUT035,1,0,1,2,9,6
303,0,FDO23,93.7436,1134.5232,0.147023834,17.85,OUT018,2,1,2,1,4,3
304,0,DRE60,224.972,7696.648,0.15965759599999998,9.395,OUT045,1,0,1,0,11,7
305,0,DRP47,250.5382,2775.7202,0.141398626,15.75,OUT017,1,0,1,0,6,2
306,0,FDB21,241.2854,5317.0788,0.148821808,7.475,OUT045,1,0,1,1,11,7
307,0,FDR04,98.0068,874.8612,0.06595278007399345,7.075,OUT018,2,1,2,1,4,3
308,0,FDX23,92.6436,1039.9796,0.029691762000000003,6.445,OUT046,0,0,1,1,16,8
309,0,FDX19,235.0958,3038.0454,0.09671552300000001,19.1,OUT035,1,0,1,1,9,6
310,2,FDD40,193.6162,3848.324,0.014790558999999998,20.25,OUT035,1,0,1,1,9,6
311,2,FDA01,59.1904,527.3136,0.054378253,15.0,OUT046,0,0,1,1,16,8
312,2,FDS33,89.1514,2390.8878,0.123428594,6.67,OUT046,0,0,1,1,16,8
313,2,FDM50,60.222,1677.816,0.029943462999999997,12.792854228644991,OUT027,2,1,3,1,28,5
314,2,FDB29,112.7176,801.6232,0.052368060999999994,16.7,OUT013,2,2,1,1,26,1
315,0,FDF46,115.5834,1267.0174,0.09386114400000001,7.07,OUT045,1,0,1,1,11,7
316,0,FDA33,148.0076,886.8456,0.033968647000000005,6.48,OUT045,1,0,1,1,11,7
317,2,FDC08,228.27200000000002,452.744,0.173154079,19.0,OUT010,2,0,0,1,15,0
318,0,FDB53,147.5392,3877.6192,0.139735226,13.35,OUT045,1,0,1,1,11,7
319,0,FDY31,146.6418,4414.254,0.043351895999999994,12.792854228644991,OUT027,2,1,3,1,28,5
320,0,DRQ35,122.4388,5448.9072,0.042086652,12.792854228644991,OUT027,2,1,3,0,28,5
321,2,FDX36,223.9404,4950.8888,0.12848269,9.695,OUT049,0,1,1,1,14,9
322,0,DRD13,62.6168,958.752,0.049357077,15.0,OUT017,1,0,1,0,6,2
323,2,FDC52,149.9708,1956.1204,0.008326735,11.15,OUT017,1,0,1,1,6,2
324,0,FDB45,103.2306,2404.2038,0.021362955,20.85,OUT049,0,1,1,1,14,9
325,1,NCK19,194.3478,387.4956,0.151420934,9.8,OUT010,2,0,0,2,15,0
326,0,FDV51,165.0842,994.7052,0.032511818,16.35,OUT013,2,2,1,1,26,1
327,2,FDZ35,101.29899999999999,1754.3829999999998,0.022323658,9.6,OUT045,1,0,1,1,11,7
328,1,NCW17,129.9994,3340.9844,0.019292355,12.792854228644991,OUT027,2,1,3,2,28,5
329,0,FDV59,216.7166,3918.8988,0.048124442999999996,13.35,OUT045,1,0,1,1,11,7
330,0,DRH39,76.367,306.268,0.09261307,20.7,OUT013,2,2,1,0,26,1
331,0,FDN60,158.4604,4278.4308,0.094697274,12.792854228644991,OUT027,2,1,3,1,28,5
332,0,FDU55,260.6278,4425.5726,0.035984103999999996,16.2,OUT045,1,0,1,1,11,7
333,2,FDN58,230.9984,9267.936,0.056596985,12.792854228644991,OUT027,2,1,3,1,28,5
334,0,FDC41,76.867,229.701,0.2047,12.792854228644991,OUT019,0,0,0,1,28,4
335,2,FDO01,129.3994,2055.9904,0.020618324,12.792854228644991,OUT027,2,1,3,1,28,5
336,1,NCO43,101.3016,3339.6528,0.04709821,5.5,OUT046,0,0,1,2,16,8
337,2,FDQ07,221.7456,6410.3224,0.087584126,15.1,OUT045,1,0,1,1,11,7
338,2,FDF28,122.9046,1992.0736,0.038078899,15.7,OUT017,1,0,1,1,6,2
339,2,FDM01,104.4332,2870.9296,0.095102092,7.895,OUT017,1,0,1,1,6,2
340,2,FDY49,164.5184,2807.0128,0.011953901999999999,12.792854228644991,OUT027,2,1,3,1,28,5
341,2,FDR24,88.18299999999999,539.298,0.062799379,17.35,OUT013,2,2,1,1,26,1
342,1,NCY18,174.3054,4377.635,0.031125708999999998,7.285,OUT013,2,2,1,2,26,1
343,1,NCY30,180.9976,2716.4640000000004,0.026005891,20.25,OUT045,1,0,1,2,11,7
344,0,FDJ22,190.9504,383.5008,0.09246392,12.792854228644991,OUT019,0,0,0,1,28,4
345,0,DRI37,59.5904,703.0848,0.107765165,15.85,OUT049,0,1,1,0,14,9
346,0,FDL27,66.3826,1937.4779999999998,0.010647476999999999,6.17,OUT049,0,1,1,1,14,9
347,1,NCO30,182.2608,3307.6944,0.015749341,19.5,OUT049,0,1,1,2,14,9
348,1,NCB07,197.611,3142.5759999999996,0.077628053,19.2,OUT049,0,1,1,2,14,9
349,0,FDX25,181.2292,2554.0088,0.06595278007399345,16.7,OUT018,2,1,2,1,4,3
350,2,FDP59,104.0648,1869.5664,0.056695731,20.85,OUT018,2,1,2,1,4,3
351,2,FDR59,260.4594,5494.8474,0.063993068,14.5,OUT045,1,0,1,1,11,7
352,2,FDT27,233.1616,6093.4016,0.06952926200000001,11.395,OUT013,2,2,1,1,26,1
353,0,DRI01,174.0422,2586.633,0.034452949,7.97,OUT046,0,0,1,0,16,8
354,2,FDU09,55.2956,1255.6988,0.06670068,7.71,OUT049,0,1,1,1,14,9
355,2,FDH26,141.7496,4093.3384,0.034699737,19.25,OUT046,0,0,1,1,16,8
356,0,FDH27,142.2128,3163.8816,0.058346939,7.075,OUT046,0,0,1,1,16,8
357,2,FDN39,166.0816,5033.448,0.065203103,12.792854228644991,OUT027,2,1,3,1,28,5
358,2,FDH40,79.9276,1137.1864,0.07892957099999999,11.6,OUT046,0,0,1,1,16,8
359,0,FDJ56,98.77,2696.49,0.18251488100000002,12.792854228644991,OUT027,2,1,3,1,28,5
360,0,DRN47,178.56599999999997,898.83,0.016895293000000002,12.1,OUT018,2,1,2,0,4,3
361,1,NCO17,118.244,2756.4120000000003,0.073379745,10.0,OUT046,0,0,1,2,16,8
362,0,FDX60,81.896,878.8560000000001,0.08075758,14.35,OUT045,1,0,1,1,11,7
363,0,FDT22,58.222,659.1419999999999,0.11227149800000001,10.395,OUT049,0,1,1,1,14,9
364,0,FDX26,182.6292,182.4292,0.153741385,12.792854228644991,OUT019,0,0,0,1,28,4
365,0,FDG45,211.4902,3610.6334,0.127929521,8.1,OUT013,2,2,1,1,26,1
366,2,FDD44,256.4646,5153.292,0.07838564,8.05,OUT035,1,0,1,1,9,6
367,2,FDS15,108.7596,2588.6304,0.078502143,9.195,OUT017,1,0,1,1,6,2
368,2,FDL51,212.5876,1286.3256,0.047684831,20.7,OUT018,2,1,2,1,4,3
369,2,FDL32,110.1544,1230.3984,0.12315965599999999,15.7,OUT017,1,0,1,1,6,2
370,2,FDZ07,60.2194,1733.7432,0.06595278007399345,12.792854228644991,OUT027,2,1,3,1,28,5
371,1,NCW53,193.8162,384.8324,0.053392944000000005,12.792854228644991,OUT019,0,0,0,2,28,4
372,1,NCA54,180.0318,3969.4996,0.036715907,16.5,OUT045,1,0,1,2,11,7
373,0,FDX09,176.437,7763.228,0.065236932,9.0,OUT035,1,0,1,1,9,6
374,2,FDO51,41.2112,809.6128,0.041947547,6.785,OUT013,2,2,1,1,26,1
375,0,FDW49,178.6002,1253.7014,0.08288849599999999,19.5,OUT018,2,1,2,1,4,3
376,0,FDB27,195.2768,5715.2272,0.055390120999999994,7.575,OUT046,0,0,1,1,16,8
377,2,FDF45,57.7904,1464.76,0.012194556,18.2,OUT013,2,2,1,1,26,1
378,0,FDV02,169.8106,3251.1014,0.060495243,16.75,OUT013,2,2,1,1,26,1
379,2,FDY28,214.3218,4274.436,0.06595278007399345,7.47,OUT035,1,0,1,1,9,6
380,2,FDX31,231.7958,5375.0034,0.014753811,12.792854228644991,OUT027,2,1,3,1,28,5
381,0,FDR43,38.019,1318.2839999999999,0.160707489,12.792854228644991,OUT027,2,1,3,1,28,5
382,2,FDP51,119.4124,2251.7356,0.085622362,13.85,OUT018,2,1,2,1,4,3
383,2,FDL52,37.4506,1176.4686,0.046350909,6.635,OUT017,1,0,1,1,6,2
384,2,FDR44,130.4968,3523.4136,0.102920886,6.11,OUT046,0,0,1,1,16,8
385,0,FDB34,86.2198,610.5386,0.026604781,15.25,OUT035,1,0,1,1,9,6
386,0,FDC50,96.4094,1237.7222,0.06595278007399345,15.85,OUT035,1,0,1,1,9,6
387,0,FDT57,235.1248,474.0496,0.031860325,15.2,OUT010,2,0,0,1,15,0
388,2,FDP22,52.6666,717.7324,0.06595278007399345,12.792854228644991,OUT027,2,1,3,1,28,5
389,0,DRE49,150.5024,2580.6408,0.021250002,20.75,OUT046,0,0,1,0,16,8
390,0,FDM40,143.2154,2552.6772,0.159936948,10.195,OUT046,0,0,1,1,16,8
391,0,FDY32,164.021,3914.9040000000005,0.12950314599999999,7.605,OUT045,1,0,1,1,11,7
392,2,FDW07,88.5514,796.9626,0.142688846,18.0,OUT046,0,0,1,1,16,8
393,0,FDU02,228.9352,916.1408,0.179484411,12.792854228644991,OUT019,0,0,0,1,28,4
394,1,NCF18,191.3504,3259.7568,0.08916305599999999,18.35,OUT045,1,0,1,2,11,7
395,0,FDQ56,84.8908,1677.816,0.105761491,6.59,OUT049,0,1,1,1,14,9
396,2,FDN58,230.0984,3707.1744,0.056960814000000005,13.8,OUT049,0,1,1,1,14,9
397,2,FDG35,173.5738,2954.1546,0.00704098,21.2,OUT046,0,0,1,1,16,8
398,2,FDY34,166.4842,2652.5472,0.011026593999999999,10.5,OUT018,2,1,2,1,4,3
399,1,NCE19,52.7956,1037.3164,0.093203257,8.97,OUT045,1,0,1,2,11,7
400,1,NCK31,50.9666,717.7324,0.026916793999999997,12.792854228644991,OUT027,2,1,3,2,28,5
401,1,NCJ29,86.1224,426.11199999999997,0.035264298,10.6,OUT045,1,0,1,2,11,7
402,0,FDT59,231.1668,6911.004,0.015908423999999997,13.65,OUT035,1,0,1,1,9,6
403,1,NCX41,211.0244,3811.0392,0.017719277,19.0,OUT046,0,0,1,2,16,8
404,2,FDU45,115.3518,2277.036,0.035334201,12.792854228644991,OUT027,2,1,3,1,28,5
405,0,FDW24,48.9034,48.6034,0.065652494,12.792854228644991,OUT019,0,0,0,1,28,4
406,0,FDF22,212.8218,5770.4886,0.056919038,6.865,OUT049,0,1,1,1,14,9
407,2,FDM60,40.2138,690.4346,0.048143292000000004,10.8,OUT046,0,0,1,1,16,8
408,0,FDR02,110.2886,1890.2062,0.022047313,16.7,OUT013,2,2,1,1,26,1
409,0,DRP35,126.2336,3195.84,0.090427268,12.792854228644991,OUT027,2,1,3,0,28,5
410,0,FDS48,150.1708,1504.7079999999999,0.027779254,15.15,OUT046,0,0,1,1,16,8
411,1,NCZ42,238.3248,711.0744,0.06595278007399345,10.5,OUT010,2,0,0,2,15,0
412,0,FDZ38,174.2422,4311.055,0.008033611,17.6,OUT018,2,1,2,1,4,3
413,0,FDH19,175.4738,521.3214,0.033088472,19.35,OUT046,0,0,1,1,16,8
414,1,NCB55,59.4562,829.5868,0.160663021,15.7,OUT046,0,0,1,2,16,8
415,0,FDC15,155.5288,1571.2879999999998,0.178975721,18.1,OUT017,1,0,1,1,6,2
416,2,FDF11,239.6538,2403.538,0.017627888,10.195,OUT035,1,0,1,1,9,6
417,0,FDW35,41.6454,83.8908,0.0194158,12.792854228644991,OUT019,0,0,0,1,28,4
418,0,FDB44,211.0586,844.2344,0.016993225,6.655,OUT045,1,0,1,1,11,7
419,1,NCC06,127.3336,2940.1728,0.027139012999999997,19.0,OUT017,1,0,1,2,6,2
420,0,FDR04,98.0068,291.6204,0.03777249,7.075,OUT010,2,0,0,1,15,0
421,0,FDB17,181.2976,3259.7568,0.036746479,13.15,OUT045,1,0,1,1,11,7
422,2,FDW43,226.8036,3415.554,0.022460102000000003,20.1,OUT049,0,1,1,1,14,9
423,2,FDA27,256.7672,5624.6784,0.06595278007399345,20.35,OUT018,2,1,2,1,4,3
424,1,NCU41,190.1846,6687.960999999999,0.05213575,18.85,OUT049,0,1,1,2,14,9
425,2,FDY56,227.1062,5642.655,0.062508438,16.35,OUT049,0,1,1,1,14,9
426,0,FDV39,196.2426,4943.565,0.007309544,11.3,OUT018,2,1,2,1,4,3
427,0,FDN32,182.6266,3135.2522,0.015623753999999998,17.5,OUT018,2,1,2,1,4,3
428,2,FDW07,87.4514,796.9626,0.14297822300000002,18.0,OUT045,1,0,1,1,11,7
429,0,FDZ27,51.535,848.895,0.017191055,7.935,OUT045,1,0,1,1,11,7
430,0,FDW23,37.3164,38.6164,0.143592939,12.792854228644991,OUT019,0,0,0,1,28,4
431,2,FDU01,184.5924,4997.4948,0.011995271000000002,20.25,OUT046,0,0,1,1,16,8
432,2,FDF10,149.1418,588.5672,0.15717236,15.5,OUT049,0,1,1,1,14,9
433,0,DRH03,91.81200000000001,372.848,0.061393095,12.792854228644991,OUT019,0,0,0,0,28,4
434,2,FDW27,155.7314,155.1314,0.264124669,12.792854228644991,OUT019,0,0,0,1,28,4
435,0,DRI13,218.0508,3038.7112,0.020310046000000002,15.35,OUT013,2,2,1,0,26,1
436,1,NCR05,200.2084,1587.2672,0.054630834,10.1,OUT046,0,0,1,2,16,8
437,2,FDB29,115.4176,687.1056,0.052517969000000005,16.7,OUT045,1,0,1,1,11,7
438,2,FDL51,213.4876,1929.4884,0.047565208,20.7,OUT049,0,1,1,1,14,9
439,0,FDB11,223.8404,3600.6464,0.060797393,16.0,OUT013,2,2,1,1,26,1
440,0,FDI35,180.7634,2181.1608,0.041291168999999996,14.0,OUT046,0,0,1,1,16,8
441,0,FDX08,181.4318,3428.2042,0.022604051,12.85,OUT046,0,0,1,1,16,8
442,2,FDP59,105.6648,623.1888,0.056580227999999996,20.85,OUT045,1,0,1,1,11,7
443,1,NCJ18,120.5124,2133.2232,0.16419682300000002,12.35,OUT049,0,1,1,2,14,9
444,0,FDJ41,261.6594,3401.5722,0.022976497000000002,6.85,OUT018,2,1,2,1,4,3
445,0,FDU08,101.0042,1289.6546,0.027310252,10.3,OUT035,1,0,1,1,9,6
446,2,FDS09,49.6008,50.6008,0.141975462,12.792854228644991,OUT019,0,0,0,1,28,4
447,0,DRH15,45.9428,790.9704,0.06595278007399345,8.775,OUT013,2,2,1,0,26,1
448,1,NCV17,129.2626,3147.9024,0.01619866,18.85,OUT017,1,0,1,2,6,2
449,1,NCO54,56.7614,2486.763,0.014205168,12.792854228644991,OUT027,2,1,3,2,28,5
450,0,FDE24,141.0812,1139.8496,0.09344495,14.85,OUT035,1,0,1,1,9,6
451,2,FDH53,84.3592,1816.3024,0.019199733,20.5,OUT046,0,0,1,1,16,8
452,2,FDZ13,51.935,199.74,0.15412025199999999,7.84,OUT018,2,1,2,1,4,3
453,0,FDW28,196.7452,978.7260000000001,0.089004389,18.25,OUT045,1,0,1,1,11,7
454,2,FDU46,85.854,2683.1740000000004,0.011117041000000001,10.3,OUT013,2,2,1,1,26,1
455,1,NCE43,169.9448,2897.5616,0.103422709,12.5,OUT035,1,0,1,2,9,6
456,0,FDS26,260.5594,9158.079,0.089035961,12.792854228644991,OUT027,2,1,3,1,28,5
457,2,FDB14,93.212,1957.4520000000002,0.102723919,20.25,OUT046,0,0,1,1,16,8
458,2,DRB48,40.2822,1296.3126,0.024733134,12.792854228644991,OUT027,2,1,3,0,28,5
459,1,NCC42,140.3838,2528.7084,0.044871033,15.0,OUT013,2,2,1,2,26,1
460,0,FDQ20,38.7138,284.2966,0.029760052000000002,8.325,OUT013,2,2,1,1,26,1
461,0,FDA13,38.6506,759.012,0.078999287,15.85,OUT017,1,0,1,1,6,2
462,0,FDZ15,117.3782,1787.6729999999998,0.020870744,13.1,OUT046,0,0,1,1,16,8
463,1,NCV42,111.3228,2431.5016,0.031599715,6.26,OUT017,1,0,1,2,6,2
464,0,DRI51,173.1764,4466.1864,0.042413704,17.25,OUT018,2,1,2,0,4,3
465,0,FDO28,119.9098,2048.6666,0.072284689,5.765,OUT035,1,0,1,1,9,6
466,1,NCS54,175.437,1940.807,0.009984847,13.6,OUT013,2,2,1,2,26,1
467,0,FDH16,88.78299999999999,2067.3089999999997,0.052852620999999995,10.5,OUT017,1,0,1,1,6,2
468,0,FDG24,85.125,2663.2,0.014660821000000001,7.975,OUT045,1,0,1,1,11,7
469,2,FDR52,192.1846,1146.5076,0.076354362,12.65,OUT018,2,1,2,1,4,3
470,1,NCH06,247.84599999999998,3448.844,0.07670963900000001,12.3,OUT045,1,0,1,2,11,7
471,0,FDA36,184.8924,1665.8316,0.005677876,5.985,OUT045,1,0,1,1,11,7
472,0,FDU56,184.7266,8114.7704,0.06595278007399345,12.792854228644991,OUT027,2,1,3,1,28,5
473,2,FDT09,132.5284,1713.7692,0.012282366000000001,15.15,OUT049,0,1,1,1,14,9
474,0,FDU25,56.4246,810.9444,0.026681262,12.35,OUT046,0,0,1,1,16,8
475,0,FDK41,84.9224,1193.1136,0.127541722,14.3,OUT046,0,0,1,1,16,8
476,1,NCT54,93.4094,856.8846,0.119513002,8.695,OUT035,1,0,1,2,9,6
477,0,FDV51,163.8842,165.7842,0.054463442,16.35,OUT010,2,0,0,1,15,0
478,2,FDM24,151.3366,1057.9562,0.06595278007399345,6.135,OUT045,1,0,1,1,11,7
479,1,NCO30,185.0608,2205.1296,0.015756784,19.5,OUT045,1,0,1,2,11,7
480,2,FDQ45,182.3608,2940.1728,0.010907967,9.5,OUT013,2,2,1,1,26,1
481,0,DRK59,235.8616,3046.7008,0.07543556,8.895,OUT035,1,0,1,0,9,6
482,0,FDW28,196.8452,3327.6684,0.06595278007399345,18.25,OUT046,0,0,1,1,16,8
483,0,FDC02,258.3278,520.6556,0.11519471699999999,21.35,OUT010,2,0,0,1,15,0
484,0,FDR21,174.83700000000002,2999.429,0.066922802,19.7,OUT035,1,0,1,1,9,6
485,0,FDN48,90.0804,2113.2492,0.064636203,12.792854228644991,OUT027,2,1,3,1,28,5
486,0,FDT44,117.8466,942.7728,0.10319540099999999,16.6,OUT045,1,0,1,1,11,7
487,0,FDX14,74.0354,75.2354,0.13121032,12.792854228644991,OUT019,0,0,0,1,28,4
488,0,FDH57,133.6284,1581.9408,0.035747522000000004,10.895,OUT046,0,0,1,1,16,8
489,2,FDH28,37.4506,37.9506,0.192650072,12.792854228644991,OUT019,0,0,0,1,28,4
490,1,NCT41,151.3024,151.8024,0.09803177099999999,12.792854228644991,OUT019,0,0,0,2,28,4
491,2,FDO11,248.8092,3486.1288,0.030118337999999998,12.792854228644991,OUT027,2,1,3,1,28,5
492,1,NCP42,195.2478,4262.4516,0.016201845,8.51,OUT017,1,0,1,2,6,2
493,0,FDN09,243.9828,731.0484,0.05837308,14.15,OUT010,2,0,0,1,15,0
494,0,FDP32,128.8678,1398.8458,0.087652908,6.65,OUT035,1,0,1,1,9,6
495,2,FDV57,177.96599999999998,2336.958,0.065999008,15.25,OUT049,0,1,1,1,14,9
496,0,FDW28,196.5452,2348.9424,0.088750333,18.25,OUT013,2,2,1,1,26,1
497,2,FDR56,196.8768,7094.7648,0.100277876,12.792854228644991,OUT027,2,1,3,1,28,5
498,2,FDA40,87.4856,1054.6272,0.09925243800000001,16.0,OUT035,1,0,1,1,9,6
499,1,NCG42,127.831,1298.31,0.06595278007399345,19.2,OUT045,1,0,1,2,11,7
500,1,NCK54,117.815,2330.3,0.06595278007399345,12.15,OUT017,1,0,1,2,6,2
501,0,FDE16,208.9954,4584.6988,0.026384672,8.895,OUT049,0,1,1,1,14,9
502,0,FDB15,263.4568,527.3136,0.228993134,10.895,OUT010,2,0,0,1,15,0
503,2,FDC40,76.1986,1869.5664,0.065431917,16.0,OUT017,1,0,1,1,6,2
504,0,FDE53,106.928,2876.256,0.026749991,12.792854228644991,OUT027,2,1,3,1,28,5
505,0,FDK24,43.6744,407.4696,0.06595278007399345,9.195,OUT018,2,1,2,1,4,3
506,2,FDW31,201.0742,2189.8162,0.043333912,11.35,OUT018,2,1,2,1,4,3
507,1,NCX29,144.0102,1603.9122,0.08965681199999999,10.0,OUT017,1,0,1,2,6,2
508,1,NCM07,82.4908,2013.3792,0.039954281,9.395,OUT035,1,0,1,2,9,6
509,0,DRN36,95.9752,95.8752,0.087854925,12.792854228644991,OUT019,0,0,0,0,28,4
510,0,FDQ37,192.8478,774.9912,0.14940405699999998,20.75,OUT010,2,0,0,1,15,0
511,0,FDK43,128.40200000000002,2403.538,0.0268952,9.8,OUT045,1,0,1,1,11,7
512,0,FDK28,258.5646,4380.2982,0.065857092,5.695,OUT018,2,1,2,1,4,3
513,0,FDR43,37.819,219.71400000000003,0.161817014,18.2,OUT045,1,0,1,1,11,7
514,2,FDL48,49.2034,729.051,0.082197959,19.35,OUT013,2,2,1,1,26,1
515,0,DRL23,106.6938,1393.5194,0.015335349,18.35,OUT045,1,0,1,0,11,7
516,1,NCX42,163.6526,5262.4832,0.00599072,6.36,OUT045,1,0,1,2,11,7
517,0,DRD37,46.506,372.848,0.013898123,9.8,OUT018,2,1,2,0,4,3
518,2,FDZ47,99.9042,3273.7386,0.078912473,12.792854228644991,OUT027,2,1,3,1,28,5
519,1,NCJ54,231.7642,5344.3766,0.059776237,12.792854228644991,OUT027,2,1,3,2,28,5
520,2,FDL52,39.7506,303.6048,0.06595278007399345,6.635,OUT013,2,2,1,1,26,1
521,0,FDC15,156.7288,314.2576,0.29788371199999997,18.1,OUT010,2,0,0,1,15,0
522,1,NCD19,56.0614,276.307,0.022059594,8.93,OUT010,2,0,0,2,15,0
523,0,FDD08,38.9506,721.0614,0.03532494,8.3,OUT013,2,2,1,1,26,1
524,1,NCN18,112.7544,3467.4864,0.124967595,8.895,OUT045,1,0,1,2,11,7
525,2,FDY56,225.9062,5416.9488,0.062411404000000004,16.35,OUT046,0,0,1,1,16,8
526,1,NCI29,140.5154,283.6308,0.032754431,8.6,OUT018,2,1,2,2,4,3
527,1,NCE06,160.2894,323.5788,0.160178832,12.792854228644991,OUT019,0,0,0,2,28,4
528,2,FDC08,227.77200000000002,5206.556,0.10403514800000001,19.0,OUT017,1,0,1,1,6,2
529,0,FDU52,157.263,2503.408,0.06390019,7.56,OUT045,1,0,1,1,11,7
530,2,FDN16,104.899,1960.781,0.06264811099999999,12.6,OUT013,2,2,1,1,26,1
531,1,NCM55,184.7924,370.1848,0.11168586800000001,15.6,OUT010,2,0,0,2,15,0
532,0,FDR49,49.5376,95.8752,0.23303981699999998,8.71,OUT010,2,0,0,1,15,0
533,0,FDC15,158.1288,3299.7048,0.17824575,18.1,OUT049,0,1,1,1,14,9
534,0,FDB53,150.2392,2684.5056,0.140241213,13.35,OUT017,1,0,1,1,6,2
535,0,FDK44,173.3738,2085.2856,0.06595278007399345,16.6,OUT046,0,0,1,1,16,8
536,0,FDA16,221.9456,2210.456,0.033935576,6.695,OUT035,1,0,1,1,9,6
537,2,FDO19,47.4034,2187.153,0.016516275,12.792854228644991,OUT027,2,1,3,1,28,5
538,0,FDO04,57.2614,1049.9666,0.026537206,16.6,OUT046,0,0,1,1,16,8
539,1,NCL19,145.047,2719.7929999999997,0.015673267,15.35,OUT035,1,0,1,2,9,6
540,0,FDA44,54.593,56.593,0.089083914,19.7,OUT010,2,0,0,1,15,0
541,0,FDR60,78.6328,231.6984,0.13115279900000001,14.3,OUT017,1,0,1,1,6,2
542,2,FDV37,195.8426,5734.5354,0.083109455,12.792854228644991,OUT027,2,1,3,1,28,5
543,0,FDG53,138.718,1398.18,0.045818773,10.0,OUT013,2,2,1,1,26,1
544,0,DRG01,76.467,1531.34,0.044869794000000005,14.8,OUT035,1,0,1,0,9,6
545,2,FDB38,160.692,319.584,0.06595278007399345,12.792854228644991,OUT019,0,0,0,1,28,4
546,2,FDI27,43.8744,633.8416,0.04605781,8.71,OUT049,0,1,1,1,14,9
547,0,FDD29,252.0698,1014.6792,0.030815427000000003,12.15,OUT010,2,0,0,1,15,0
548,1,NCR41,97.0094,2094.6068,0.01806055,17.85,OUT045,1,0,1,2,11,7
549,2,FDW44,171.3448,2386.2272,0.035205866,9.5,OUT049,0,1,1,1,14,9
550,2,FDU21,34.7558,780.9834,0.076705948,11.8,OUT035,1,0,1,1,9,6
551,0,FDI14,139.8496,1693.7952,0.089677773,14.1,OUT046,0,0,1,1,16,8
552,0,FDW50,168.4158,334.2316,0.132327406,12.792854228644991,OUT019,0,0,0,1,28,4
553,2,FDN39,168.3816,1342.2528,0.065520388,19.35,OUT046,0,0,1,1,16,8
554,0,FDT31,190.6872,4916.2672,0.012518706999999999,19.75,OUT017,1,0,1,1,6,2
555,2,FDJ14,78.696,1757.7120000000002,0.050353695,10.3,OUT017,1,0,1,1,6,2
556,1,NCQ43,108.5912,1637.868,0.110762642,12.792854228644991,OUT027,2,1,3,2,28,5
557,0,FDZ22,84.925,1747.725,0.045050674000000006,12.792854228644991,OUT027,2,1,3,1,28,5
558,0,FDU38,193.4504,2876.256,0.083016832,10.8,OUT017,1,0,1,1,6,2
559,2,FDS32,139.9838,1966.7732,0.06595278007399345,17.75,OUT045,1,0,1,1,11,7
560,0,DRH13,106.32799999999999,958.752,0.023983257999999997,8.575,OUT018,2,1,2,0,4,3
561,0,DRF03,40.2138,81.2276,0.075836522,19.1,OUT010,2,0,0,0,15,0
562,2,FDJ20,123.4388,1238.388,0.100330684,20.7,OUT049,0,1,1,1,14,9
563,0,FDE22,157.892,319.584,0.051778173,12.792854228644991,OUT019,0,0,0,1,28,4
564,2,FDX22,211.0928,4418.2488,0.022970467999999997,6.785,OUT035,1,0,1,1,9,6
565,0,DRM11,259.7278,2863.6058,0.066014596,6.57,OUT013,2,2,1,0,26,1
566,2,FDL58,264.9568,1845.5976,0.07429945,5.78,OUT045,1,0,1,1,11,7
567,2,FDL25,93.1804,1561.9668,0.131128467,6.92,OUT049,0,1,1,1,14,9
568,2,FDD40,194.1162,3848.324,0.014816356000000001,20.25,OUT049,0,1,1,1,14,9
